id,date,user,text,lang,likes,retweets
1087606298466760000;RT @LucaCaprai: La tragedia del terremoto, la disabilitÌÊ, lÛªomosessualitÌÊ, il tumore, i rapporti adolescenziali, la perdita di un figlio: #Û_;not provided;Erbusco, Lombardia;1548140518735;Earthquake;no
1087682391529930000;RT @LucaCaprai: La tragedia del terremoto, la disabilitÌÊ, lÛªomosessualitÌÊ, il tumore, i rapporti adolescenziali, la perdita di un figlio: #Û_;not provided;New York, NY;1548158660718;Earthquake;no
1087775533511980000;RT @LucaCaprai: La tragedia del terremoto, la disabilitÌÊ, lÛªomosessualitÌÊ, il tumore, i rapporti adolescenziali, la perdita di un figlio: #Û_;not provided;Milano, Lombardia;1548180867492;Earthquake;no
1090023863839300000;RT @LucaCaprai: La tragedia del terremoto, la disabilitÌÊ, lÛªomosessualitÌÊ, il tumore, i rapporti adolescenziali, la perdita di un figlio: #Û_;not provided;New York, USA;1548716911130;Earthquake;no
1092516784543050000;RT @scarpettavenere: Le sue ordinanze ci permisero, nel 1984, di fronteggiare lemergenza del sisma e di avviare, lanno successivo, i lavoÛ_;not provided;Napoli, Roma, Milano;1549311269773;Earthquake;no
1094349376284180000;@juanvillorio1 USTED PREDICE UN TERREMOTO O UNA TRAGEDIA,,,,!!!!!!!!!!!;not provided;Igualdad,honest,opine no calle;1549748193442;Earthquake;no
1095604011099660000;Alessandro Di Battista scaricato da Luigi Di Maio, retroscena/terremoto il mondo i,, mi 7 ,, no va a braccetto conÛ_ https://t.co/c6tUJovkvz;not provided;Torino, Piemonte;1550047321609;Earthquake;no
1095700379902320000;Terremoto del 2012 in Emilia, assolti i quattro imputati nel processo per il crollo della Ceramica SantAgostino chÛ_ https://t.co/U9Q6mfxC7h;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1550070297907;Earthquake;no
1095706382530150000;RT @24emilia: Terremoto del 2012 in Emilia, assolti i quattro imputati nel processo per il crollo della Ceramica SantAgostino che causÌ_ laÛ_;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1550071728907;Earthquake;no
1096348932635040000;RT @INGVterremoti: [STIMA #PROVVISORIA] #terremoto Mag tra 3.2 e 3.7 ore 10:16 IT del 15-02-2019, prov/zona Vibo Valentia #INGV_21567571 htÛ_;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1550224924652;Earthquake;no
1097577358465380000;Una scossa di #terremoto magnitudo 2.4 Ì¬ stata avvertita alle 19.23 nella bassa reggiana, epicentro a Bagnolo in PiÛ_ https://t.co/v904BU8TTT;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1550517804582;Earthquake;no
1097624521648070000;RT @24emilia: Una scossa di #terremoto magnitudo 2.4 Ì¬ stata avvertita alle 19.23 nella bassa reggiana, epicentro a Bagnolo in Piano. httpsÛ_;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1550529048666;Earthquake;no
1100776781840290000;_ÙÔä_ÙÈ_ÙÒ__Ù__Mattinata di interviste a Palazzo Ducale, dopo il terremoto in Giunta, post Elezioni Regionali, con le dimissioÛ_ https://t.co/hhoKfKMNLe;GeoLocation{latitude=40.7267, longitude=8.55917};Italia, Roma, Sassari;1551280605856;Earthquake;no
1126111515109670000;@matteo__o Della morte,dellÛªaereo,delle gallerie,dei ponti,del terremoto,dei cavalcavia,di morire solo e abbandonatÛ_ https://t.co/LwGU6fjvG3;not provided;unknown;1557320887180;Earthquake;no
1129059413095040000;Sisma, 7 anni dopo si rafforza lÛªeconomia | 24Emilia https://t.co/e29wesGIaA https://t.co/WUb26ep6go;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1558023721746;Earthquake;no
1129062258519220000;RT @24emilia: Sisma, 7 anni dopo si rafforza lÛªeconomia | 24Emilia https://t.co/e29wesGIaA https://t.co/WUb26ep6go;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1558024399205;Earthquake;no
1130828360156940000;Boato, Scossa, terremoto, portare fuori, mantenere la calma, controllare che nessuno resti dentro, uscire tutti.;not provided;unknown;1558445470706;Earthquake;no
1130836518648580000;TT: #Terremoto, Ida e Riccardo, Lauda, Gli 80, Armando, #ocse, #Niki e #gameofthonesfinale!;not provided;unknown;1558447415788;Earthquake;no
1130862706150570000;Trends: #ATINYSelcaDay, Giudice Sportivo, Gavia, downton abbey, Terremoto in Puglia, armando, #OCSE e #quartarepubblica.;not provided;unknown;1558453659424;Earthquake;no
1130938444572770000;RT @luciasuryano: Boato, Scossa, terremoto, portare fuori, mantenere la calma, controllare che nessuno resti dentro, uscire tutti.;not provided;unknown;1558471716833;Earthquake;no
1130995125503570000;Terre, terre, terre terre, terre, terre terre, terre, terremoto paÛª tu cola. https://t.co/MW1GHgtjri;not provided;æªæÛ«««Ü«àÛªs æª«««÷«àæÛ.;1558485230989;Earthquake;no
1130995521764700000;RT @thstarsmistake: Terre, terre, terre terre, terre, terre terre, terre, terremoto paÛª tu cola. https://t.co/MW1GHgtjri;not provided;«ã«ÛæÛ«æÙå_ Ïø ¢«Û««æÛ«Û Ïø «÷«à¢¢æ ¬_ ««Û«Ý;1558485325095;Earthquake;no
1052419307504880000;RT @babyLux_93: Profumo diffuso di castagne fumanti, capelli bagnati, accappatoio caldo, luci sfuocate dalla finestra, ombre allungate, vogÛ_;not provided;Qena, Egypt- egitto;1539751290100;Fires;no
1053251500070310000;Collo bloccato, testa in fiamme, braccio distrutto, gambe di legno, pensieri di filo spinato, almeno la pizza a pranzo e vaffanculo.;not provided;Sotto i letti, negli armadi. ;1539949700169;Fires;no
1053254222186190000;RT @TenebraeXYZ: Collo bloccato, testa in fiamme, braccio distrutto, gambe di legno, pensieri di filo spinato, almeno la pizza a pranzo e vÛ_;not provided;Torino, Piemonte;1539950349254;Fires;no
1064825253539520000;RT @Sil_NYC2010: Festa in strada e a tema_Ù__, fuochi dÛªartificio_Ù_ , crociere fluviali, bar, discoteche_ÙÕÄ, per un #Capodanno unico!_Ù__Ù´â;not provided;St. Louis, USA;1542709102639;Fires;no
1065887211902640000;DÌÊ fuoco alla casa, morto il figlio di 11 anni | 24Emilia https://t.co/aBVGkjOFOg https://t.co/zcyXUF19nh;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1542962293451;Fires;no
1065905528247910000;RT @24emilia: DÌÊ fuoco alla casa, morto il figlio di 11 anni | 24Emilia https://t.co/aBVGkjOFOg https://t.co/zcyXUF19nh;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1542966660104;Fires;no
1085631284913860000;RT @Festival_2019: Tu sarai la forza mia,la mia strada,il mio domani,il mio sole,la pioggia,il fuoco e lacqua dove io mi tufferÌ_,tu saraiÛ_;not provided;unknown;1547669638929;Fires;no
1092739826200260000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Bratislava, Slovacchia;1549364446852;Fires;no
1092744179661360000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Bastia Umbra, Umbria;1549365484813;Fires;no
1092754534810740000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Salerno, Campania;1549367953659;Fires;no
1092755139809760000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Basilicata, Italia;1549368097953;Fires;no
1092759512245850000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Roma, Lazio;1549369140348;Fires;no
1092763782189930000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Abruzzo, Italia;1549370158396;Fires;no
1092794816163960000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Friuli-Venezia Giulia, Italia;1549377557564;Fires;no
1092809131189300000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Trecate, Piemonte;1549380970507;Fires;no
1092822006066830000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Salerno, Campania;1549384041233;Fires;no
1092891033657050000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Piemonte, Italia;1549400497544;Fires;no
1092910228356690000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Merano, Trentino-Alto Adige;1549405073872;Fires;no
1092923013887120000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Basilicata, Italia;1549408122208;Fires;no
1093136617303360000;RT @MarsellaLuca: Campi rom, degrado, roghi tossici, immondizia, buche, emergenza abitativa. #Roma Ì¬ allo sbando amministrata da un sindacoÛ_;not provided;Lazio, Italia;1549459049183;Fires;no
1006657896699050000;Cosa non puÌ_ mancare nel tuo frigorifero? ÛÓ Alcoolici, acqua, frutta, verdura, pesce, uova... Ma soprattutto il freÛ_ https://t.co/LduOQy7Swl;not provided;Torre del Greco, Campania;1528840920321;Lifeline failures;no
1008608988076920000;RT @zazoomblog: Forte terremoto in Giappone vicino Osaka: 3 morti e un centinaio di feriti voli cancellati e blackout [DATI e MAPPE] - #ForÛ_;not provided;Potenza, Basilicata, Italia, Europa, Terra, Sistema Solare, Ammasso Locale.;1529306096692;Lifeline failures;no
1045605600057400000;ÛÏAndando avanti ho avuto alti, bassi, blackout, perso falsi amici, fatto sacrifici, Ì¬ meglio che tÛªabitui a certe cÛ_ https://t.co/N8yhXsu6ZC;not provided;Lecce, Puglia;1538126775829;Lifeline failures;no
1050000737714030000;Non mi incazzo con lei, nÌ© con chi, come me, si spende per lacqua pubblica, ma con chi ha chiuso i manicomi! https://t.co/1qp4K8r6f6;not provided;roma, zagarolo,  frascati;1539174658145;Lifeline failures;no
1058440530068160000;RT @zaiapresidente: NellAlto Agordino mancano internet, elettricitÌÊ, lacqua, le strade, le infrastrutture. Il sindaco di Rocca Pietore AnÛ_;not provided;Padova,Padua,Patavium;1541186866188;Lifeline failures;no
1099988527310350000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551092671379;Lifeline failures;no
1099988917292540000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;Donde quiero y puedo...;1551092764336;Lifeline failures;no
1099990089592120000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;Rumagna Sgroza;1551093043827;Lifeline failures;no
1099991862159520000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551093466466;Lifeline failures;no
1099992325865040000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551093577016;Lifeline failures;no
1099992861397800000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551093704723;Lifeline failures;no
1099993314089220000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;Corsica;1551093812624;Lifeline failures;no
1099993891443470000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551093950276;Lifeline failures;no
1100002300586850000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;RepÌ¼blica de Catalunya;1551095955189;Lifeline failures;no
1100019085591610000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551099957093;Lifeline failures;no
1100019564929310000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;TannhÌ_user Gates;1551100071334;Lifeline failures;no
1100029871680560000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551102528628;Lifeline failures;no
1100032786583420000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;Repubblica delle Banane;1551103223605;Lifeline failures;no
1100291554533620000;RT @cstn84: Violenze, abusi sessuali, pessimo e/o scarso cibo, bagni sporchi, mancanza di acqua calda, sovraffollamento, uso di droghe.;not provided;unknown;1551164918659;Lifeline failures;no
1124410614754040000;RT @indisaccordo: Le luci, le fiamme, le maschere, lassenza di inibizione, levidente libido di Andrea, lodore del pericolo, i blackout dÛ_;not provided;unknown;1556915360904;Lifeline failures;no
1124420417895180000;RT @indisaccordo: Le luci, le fiamme, le maschere, lassenza di inibizione, levidente libido di Andrea, lodore del pericolo, i blackout dÛ_;not provided;Italy;1556917698159;Lifeline failures;no
1126469863537560000;@_ximightbewrong Dai cominciamo! Blackout, Unintended, Sunburn, New Born, Stockhom sindrome, Citizen Erased, MuscleÛ_ https://t.co/BATn9zjGOT;not provided;Italy;1557406324102;Lifeline failures;no
1126470249585540000;@_ximightbewrong Dai cominciamo! Blackout, Unintended, Sunburn, New Born, Stockhom sindrome, Citizen Erased, MuscleÛ_ https://t.co/W5zsuhlmb1;not provided;Italy;1557406416147;Lifeline failures;no
1126470553517330000;@_ximightbewrong Dai cominciamo! Blackout, Unintended, Sunburn, New Born, Stockhom syndrome, Citizen Erased, MuscleÛ_ https://t.co/gM2P4ixret;not provided;Italy;1557406488603;Lifeline failures;no
1126472313782830000;RT @LaMirus: @_ximightbewrong Dai cominciamo! Blackout, Unintended, Sunburn, New Born, Stockhom syndrome, Citizen Erased, Muscle museum...Û_;not provided;Italy;1557406908301;Lifeline failures;no
1130145688342400000;In questo video, un soldato che distribuisce cibo, il Venezuela Ì¬ in ginocchio, mancano acqua, luce, farmaci, graviÛ_ https://t.co/3KeRViHEwx;not provided;Italia;1558282709106;Lifeline failures;no
1004022540778520000;#meteoamelia Tempesta, precipitazioni intense. Temp:22,7 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1528212602509;Strong Winds;no
1007179314398480000;#meteoamelia Tempesta, precipitazioni intense. Temp:19,7 å¡C. Pioggia: 0,0 mm. Vento: 4,3 km/h N https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1528965235932;Strong Winds;no
1007238708863660000;#meteoamelia Tempesta, precipitazioni intense. Temp:25,8 å¡C. Pioggia: 0,0 mm. Vento: 13,7 km/h N https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1528979396717;Strong Winds;no
1010143465970250000;#meteoamelia Tempesta, precipitazioni intense. Temp:27,0 å¡C. Pioggia: 0,0 mm. Vento: 15,8 km/h SSW https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1529671944835;Strong Winds;no
1013819206566140000;@pettymagpie Io, fate conto,sono una ginestra. Mi adatto. Caldo, freddo, vento, tempesta, mi scivola tutto e tornoÛ_ https://t.co/qkfvmsmnbq;not provided;Crotone - Bari;1530548309973;Strong Winds;no
1013819368617250000;RT @StefCalab: @pettymagpie Io, fate conto,sono una ginestra. Mi adatto. Caldo, freddo, vento, tempesta, mi scivola tutto e torno sempre suÛ_;not provided;unknown;1530548348225;Strong Winds;no
1044267508700780000;@nonnaporzia @ScrivoArte Ti ringrazio, Ì¬ stato merito del vento, ho visto le foglie cadere, poi, piÌ_ in lÌÊ, alberiÛ_ https://t.co/a3wbNxyq4t;not provided;Parma, Emilia Romagna;1537807749985;Strong Winds;no
1046759167019680000;#meteoamelia Tempesta, precipitazioni intense. Temp:23,4 å¡C. Pioggia: 0,0 mm. Vento: 6,5 km/h SSE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1538401807549;Strong Winds;no
1054278613791580000;Pioggia e forti raffiche di vento, danni nel Bolognese | 24Emilia https://t.co/EwEh4IH6H8 https://t.co/7noHwqBexB;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1540194583363;Strong Winds;no
1054291912369330000;RT @24emilia: Pioggia e forti raffiche di vento, danni nel Bolognese | 24Emilia https://t.co/EwEh4IH6H8 https://t.co/7noHwqBexB;not provided;Bologna, Modena, Reggio, Parma, Piacenza, Ferrara;1540197753824;Strong Winds;no
1063849411686650000;RT @karaokey65: #GFVIP Al nord piogge ,AMORE,al sud qualche rovescio,AMORE,vento forte, AMORE....ma vaffanculo!!!!! https://t.co/W3ciPwxwlq;not provided;Terni, Umbria;1542476443775;Strong Winds;no
1064543821743250000;#meteoamelia Tempesta, precipitazioni intense. Temp:7,4 å¡C. Pioggia: 0,0 mm. Vento: 7,9 km/h W https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1542642004034;Strong Winds;no
1084479171131250000;#meteoamelia Tempesta, precipitazioni intense. Temp:9,0 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h W https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1547394953616;Strong Winds;no
1084690565638300000;#meteoamelia Tempesta, precipitazioni intense. Temp:5,6 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1547445354017;Strong Winds;no
1084781189272160000;#meteoamelia Tempesta, precipitazioni intense. Temp:12,9 å¡C. Pioggia: 0,0 mm. Vento: 5,0 km/h NE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1547466960348;Strong Winds;no
1087771605923570000;#meteoamelia Tempesta, precipitazioni intense. Temp:1,9 å¡C. Pioggia: 49,5 mm. Vento: 0,0 km/h WSW https://t.co/WADca3f5eH #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548179931103;Strong Winds;no
1087832018984050000;#meteoamelia Tempesta, precipitazioni intense. Temp:1,7 å¡C. Pioggia: 49,5 mm. Vento: 2,5 km/h SSE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548194334733;Strong Winds;no
1088134033853290000;#meteoamelia Tempesta, precipitazioni intense. Temp:2,6 å¡C. Pioggia: 7,1 mm. Vento: 4,3 km/h NNE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548266340635;Strong Winds;no
1088405851025650000;#meteoamelia Tempesta, precipitazioni intense. Temp:1,7 å¡C. Pioggia: 0,0 mm. Vento: 5,0 km/h NE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548331146878;Strong Winds;no
1088526648213870000;#meteoamelia Tempesta, precipitazioni intense. Temp:1,7 å¡C. Pioggia: 0,0 mm. Vento: 5,0 km/h NE https://t.co/WADca3f5eH #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548359947185;Strong Winds;no
1090242155522760000;#meteoamelia Tempesta, precipitazioni intense. Temp:7,0 å¡C. Pioggia: 0,0 mm. Vento: 6,5 km/h N https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1548768955966;Strong Winds;no
1091438787144620000;#meteoamelia Tempesta, precipitazioni intense. Temp:11,2 å¡C. Pioggia: 6,1 mm. Vento: 10,4 km/h SSE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1549054255077;Strong Winds;no
1124310355327500000;#meteoamelia Tempesta, precipitazioni intense. Temp:20,1 å¡C. Pioggia: 0,0 mm. Vento: 7,6 km/h S https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1556891457224;Strong Winds;no
1124521718125600000;#meteoamelia Tempesta, precipitazioni intense. Temp:9,9 å¡C. Pioggia: 5,3 mm. Vento: 0,0 km/h N https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1556941850029;Strong Winds;no
1124661524080070000;#meteo Sab: instabilitÌÊ, da sera e fino Dom pome piogge, temporali, vento di burrasca forte da N, neve a bassa quota, crollo T. Lun:migliora;not provided;Liguria, Italia;1556975182353;Strong Winds;no
1124677175565800000;RT @ARPALiguria: #meteo Sab: instabilitÌÊ, da sera e fino Dom pome piogge, temporali, vento di burrasca forte da N, neve a bassa quota, crolÛ_;not provided;Bassignana, Piemonte;1556978913968;Strong Winds;no
1124702912964430000;#meteoamelia Tempesta, precipitazioni intense. Temp:17,6 å¡C. Pioggia: 6,4 mm. Vento: 16,6 km/h W https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1556985050247;Strong Winds;no
1124853908269160000;#meteoamelia Tempesta, precipitazioni intense. Temp:11,4 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h SSE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1557021050328;Strong Winds;no
1124944507424910000;#meteoamelia Tempesta, precipitazioni intense. Temp:12,5 å¡C. Pioggia: 0,0 mm. Vento: 6,5 km/h SE https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1557042650857;Strong Winds;no
1127268980815790000;RT @ARPALiguria: #meteo Sab: instabilitÌÊ, da sera e fino Dom pome piogge, temporali, vento di burrasca forte da N, neve a bassa quota, crolÛ_;not provided;Castiglione Chiavarese, Italia;1557596848531;Strong Winds;no
1127541698358320000;#meteoamelia Tempesta, precipitazioni intense. Temp:16,3 å¡C. Pioggia: 20,1 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1557661869455;Strong Winds;no
1127624165782110000;bello questo mese di Maggio: ansia, pioggia, materie da recuperare, freddo, ore passate sui libri, vento forte, andÛ_ https://t.co/2JS434Zps9;not provided;unknown;1557681531259;Strong Winds;no
1127631500525090000;RT @wallpaperflo: bello questo mese di Maggio: ansia, pioggia, materie da recuperare, freddo, ore passate sui libri, vento forte, andare aÛ_;not provided;padua (Italy);1557683279979;Strong Winds;no
1127632297312890000;#meteoamelia Tempesta, precipitazioni intense. Temp:11,0 å¡C. Pioggia: 28,4 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1557683469995;Strong Winds;no
1127894013665660000;[Fonte: laprimapagina_it] Grandine, vento e pioggia: danni nel Tarantino a vigneti, angurie, melograni, agrumeti, uÛ_ https://t.co/p617GOAQ3U;not provided;Padova, Italy;1557745868025;Strong Winds;no
1127931786347060000;RT @wallpaperflo: bello questo mese di Maggio: ansia, pioggia, materie da recuperare, freddo, ore passate sui libri, vento forte, andare aÛ_;not provided;Ovunque con Niall;1557754873690;Strong Winds;no
1127958697953710000;RT @wallpaperflo: bello questo mese di Maggio: ansia, pioggia, materie da recuperare, freddo, ore passate sui libri, vento forte, andare aÛ_;not provided;Italy;1557761289868;Strong Winds;no
1129522704305010000;#meteoamelia Tempesta, precipitazioni intense. Temp:12,0 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1558134178060;Strong Winds;no
1129552920129750000;#meteoamelia Tempesta, precipitazioni intense. Temp:11,0 å¡C. Pioggia: 0,0 mm. Vento: 0,0 km/h --- https://t.co/WADca2Xun9 #umbria;GeoLocation{latitude=42.5775, longitude=12.41388889};Amelia,  Umbria (Italy) ;1558141382152;Strong Winds;no
1046699376402460000;RT @emanuelefiano: Crolla il ponte di Genova, il paese si mobilita, polizia, vigili del fuoco etc, tutti danno una mano per salvare i sopraÛ_;not provided;Milano, Pisa, Italy;1538387552334;Structural Failure;no
1046757886657990000;RT @emanuelefiano: Crolla il ponte di Genova, il paese si mobilita, polizia, vigili del fuoco etc, tutti danno una mano per salvare i sopraÛ_;not provided;Milan, Italy, World;1538401502349;Structural Failure;no
1051159882538340000;Se qualcuno ha tempo e voglia, su you tube, Cercate, Orlando Portento crollo ponte, Ebbene, dopo, soli  tre giorniÛ_ https://t.co/BVK5wdijqm;not provided;unknown;1539451019892;Structural Failure;no
1053396579166480000;Nubifragi, esondazioni, frane, crolli e allagamenti, con molte strade trasformate in fiumi di acqua, fango e detritÛ_ https://t.co/x3pYJ2TK87;not provided;Catania, Sicilia;1539984289853;Structural Failure;no
1053600260155670000;In questo paese dove tutto crolla,dove si muore sotto ponti, scuole, case, carceri, dove crollano inestimabili operÛ_ https://t.co/YOIouqkwCx;not provided;Genova, Liguria;1540032851167;Structural Failure;no
1058408210615490000;RT @Virus1979C: se litalia Ì¬ devastata dal maltempo, ci sono disagi ovunque, crolli, alberi caduti, strade diventate fiumi, boschi distrutÛ_;not provided;Lipomo, Lombardia;1541179160656;Structural Failure;no
1058980024316050000;RT @Virus1979C: se litalia Ì¬ devastata dal maltempo, ci sono disagi ovunque, crolli, alberi caduti, strade diventate fiumi, boschi distrutÛ_;not provided;Lombardia, Italia;1541315491557;Structural Failure;no
1059029554176630000;#Salvini: ÛÏScesi nei comuni del Cadore, a Rocca Pietore, Santo Stefano, San Pietro. Argini crollati, frane, stradeÛ_ https://t.co/OTg26RaAQa;not provided;MilÌÊn, Padania;1541327300516;Structural Failure;no
